Index,Place Id,Name,Address,Category,Status,Latitude,Longitude,Link,SearchKeyword
45,govtdispensary_33.684600_73.013480,Govt Dispensary,"Govt Dispensary
4.5(11)
Hospital · ",Hospital,,33.6846,73.01348,https://www.google.com/maps/place/Govt+Dispensary/data=!4m7!3m6!1s0x38dfbe177bb72899:0x24e32c888b257228!8m2!3d33.6846!4d73.01348!16s%2Fg%2F11x9y3_b5!19sChIJmSi3exe-3zgRKHIli4gs4yQ?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
46,polyclinicdispensary_33.711719_73.070291,Poly Clinic Dispensary/Allergy Center/Epidemic Mngmt Cell,"Poly Clinic Dispensary/Allergy Center/Epidemic Mngmt Cell
4.3(23)
Hospital ·  · P36C+M4M, Street 55
Closed ⋅ Opens 8:30 AM Fri · +92 51 9252470",Hospital,Closed,33.7117194,73.0702913,https://www.google.com/maps/place/Poly+Clinic+Dispensary%2FAllergy+Center%2FEpidemic+Mngmt+Cell/data=!4m7!3m6!1s0x38dfbf90d269972f:0x76688e9987a97ba5!8m2!3d33.7117194!4d73.0702913!16s%2Fg%2F11c1p4fqz5!19sChIJL5dp0pC_3zgRpXuph5mOaHY?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
47,dispensaryclinic_33.668166_73.292366,Dispensary & clinic,"Dispensary & clinic
No reviews
Orthopedic clinic ·  · M79R+7W9
Open ⋅ Closes 4 PM",Orthopedic clinic,Open,33.6681665,73.2923665,https://www.google.com/maps/place/Dispensary+%26+clinic/data=!4m7!3m6!1s0x38dfe7daacb0f327:0xc3ec6507dab7db87!8m2!3d33.6681665!4d73.2923665!16s%2Fg%2F11lfh3g16r!19sChIJJ_OwrNrn3zgRh9u32gdl7MM?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
48,bhattihospitalfreedi_33.690369_73.032604,Bhatti Hospital & Free Dispensary,"Bhatti Hospital & Free Dispensary
5.0(3)
Hospital · Zakaria Plaza, Mangla Rd, G-9 Markaz, G-9
+92 51 2854499",Hospital,,33.6903691,73.0326044,https://www.google.com/maps/place/Bhatti+Hospital+%26+Free+Dispensary/data=!4m7!3m6!1s0x38dfbe3111b1c5c9:0x1d4a0450e21aa328!8m2!3d33.6903691!4d73.0326044!16s%2Fg%2F12mkz5_1w!19sChIJycWxETG-3zgRKKMa4lAESh0?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
49,fgdg103dispensary_33.684496_73.013642,"FGD - G-10/3, Dispensary","FGD - G-10/3, Dispensary
4.7(6)
Medical Center ·  · Flat # 22/2-D Street 4
Closed ⋅ Opens 9 AM Fri",Medical Center,Closed,33.6844963,73.0136419,"https://www.google.com/maps/place/FGD+-+G-10%2F3,+Dispensary/data=!4m7!3m6!1s0x38dfbe19d1527b61:0x67237adea0bd717c!8m2!3d33.6844963!4d73.0136419!16s%2Fg%2F1vgw_3dj!19sChIJYXtS0Rm-3zgRfHG9oN56I2c?authuser=0&hl=en&rclk=1","Dispen(sary), Islamabad"
50,bhattifreedispensary_33.690192_73.032678,Bhatti free Dispensary and Welfare Clinic,"Bhatti free Dispensary and Welfare Clinic
5.0(1)
Free clinic · M2RM+33F
+92 51 8445612",Free clinic,,33.6901924,73.0326783,https://www.google.com/maps/place/Bhatti+free+Dispensary+and+Welfare+Clinic/data=!4m7!3m6!1s0x38dfbf3162e8d553:0xa05ec300747f9691!8m2!3d33.6901924!4d73.0326783!16s%2Fg%2F11ky99t_nr!19sChIJU9XoYjG_3zgRkZZ_dADDXqA?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
51,federalgovernmentdis_33.743505_73.088608,Federal Government Dispensary - Judges Enclave,"Federal Government Dispensary - Judges Enclave
5.0(2)
Medical Center ·  · P3VQ+CC5, Main Margalla Rd
Closed ⋅ Opens 8:30 AM Fri",Medical Center,Closed,33.7435049,73.0886078,https://www.google.com/maps/place/Federal+Government+Dispensary+-+Judges+Enclave/data=!4m7!3m6!1s0x38dfc09de29a475f:0xc82700998f8add32!8m2!3d33.7435049!4d73.0886078!16s%2Fg%2F1w0sb7g9!19sChIJX0ea4p3A3zgRMt2Kj5kAJ8g?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
52,abdulaleemkhanfounda_33.707359_73.209820,Abdul Aleem Khan Foundation Free Medical Dispensary 09,"Abdul Aleem Khan Foundation Free Medical Dispensary 09
5.0(3)
Hospital department · P645+WWW, Malot Rd
Open ⋅ Closes 5 PM · +92 305 4919840",Hospital department,Open,33.7073594,73.2098198,https://www.google.com/maps/place/Abdul+Aleem+Khan+Foundation+Free+Medical+Dispensary+09/data=!4m7!3m6!1s0x38dfc375cb4b8e05:0x833492dd1f9069e5!8m2!3d33.7073594!4d73.2098198!16s%2Fg%2F11ty2kzf9x!19sChIJBY5Ly3XD3zgR5WmQH92SNIM?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
53,federalgovernmentdis_33.734966_73.093946,Federal Government Dispensary(FGD)- P Block,"Federal Government Dispensary(FGD)- P Block
4.0(1)
Medical Center · P3MV+XHP, Secretariat Road
Closes soon ⋅ 2:30 PM ⋅ Opens 8:30 AM Fri",Medical Center,Closes soon,33.7349662,73.0939461,https://www.google.com/maps/place/Federal+Government+Dispensary%28FGD%29-+P+Block/data=!4m7!3m6!1s0x38dfc0847d0eaf0f:0xed5c0594503b3062!8m2!3d33.7349662!4d73.0939461!16s%2Fg%2F1tcxsm7b!19sChIJD68OfYTA3zgRYjA7UJQFXO0?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
54,federalgovernmentdis_33.692386_73.059565,Federal Government Dispensary - AGPR G-8/4,"Federal Government Dispensary - AGPR G-8/4
4.0(2)
Medical Center ·  · M3R5+XR4, Aiwan-e-Sanat-o-Tijarat Rd
Closed ⋅ Opens 8:30 AM Fri",Medical Center,Closed,33.6923863,73.0595649,https://www.google.com/maps/place/Federal+Government+Dispensary+-+AGPR+G-8%2F4/data=!4m7!3m6!1s0x38dfbfc36c6fed61:0xc6e663513c2ed40a!8m2!3d33.6923863!4d73.0595649!16s%2Fg%2F1tct72mv!19sChIJYe1vbMO_3zgRCtQuPFFj5sY?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
55,dispensarykorangtown_33.579929_73.144223,Dispensary Korang Town (F.E.C.H.S),"Dispensary Korang Town (F.E.C.H.S)
5.0(1)
Medical clinic · H4HV+XMF
Closed ⋅ Opens 4:30 PM · +92 51 5970082",Medical clinic,Closed,33.5799295,73.1442231,https://www.google.com/maps/place/Dispensary+Korang+Town+%28F.E.C.H.S%29/data=!4m7!3m6!1s0x38dfed0008e79f23:0x152034942a7c8bd!8m2!3d33.5799295!4d73.1442231!16s%2Fg%2F11y4v761sc!19sChIJI5_nCADt3zgRvcinQkkDUgE?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
56,federalgovernmentdis_33.704278_73.060799,Federal Government Dispensary - G-7/2 Female,"Federal Government Dispensary - G-7/2 Female
5.0(1)
Medical Center · Flat # 3/1 & 3/2-E Street 5
Closed ⋅ Opens 8:30 AM Fri",Medical Center,Closed,33.7042776,73.0607986,https://www.google.com/maps/place/Federal+Government+Dispensary+-+G-7%2F2+Female/data=!4m7!3m6!1s0x38dfbfbf021f373d:0xae66d7b56cdc5222!8m2!3d33.7042776!4d73.0607986!16s%2Fg%2F1xcbm_kt!19sChIJPTcfAr-_3zgRIlLcbLXXZq4?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
57,goshaemashaldispensa_33.673905_73.108929,Gosha-e-Mashal Dispensary,"Gosha-e-Mashal Dispensary
3.9(49)
Pharmacy · M4F5+HH7, Margalla Town, Islamabad, ICT
+92 51 2840087",Pharmacy,,33.673905,73.1089286,https://www.google.com/maps/place/Gosha-e-Mashal+Dispensary/data=!4m7!3m6!1s0x38dfeabce2be403f:0x335884c1a2287a34!8m2!3d33.673905!4d73.1089286!16s%2Fg%2F11xg4gfp1!19sChIJP0C-4rzq3zgRNHooosGEWDM?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
58,govermentruraldispen_33.630509_73.104812,"Goverment Rural Dispensary, Shakrial","Goverment Rural Dispensary, Shakrial
5.0(2)
Hospital · Shakrial Rawalpindi Islamabad Capital Territory
Open ⋅ Closes 5 PM",Hospital,Open,33.6305093,73.1048123,"https://www.google.com/maps/place/Goverment+Rural+Dispensary,+Shakrial/data=!4m7!3m6!1s0x38dfeb70da24b341:0x3093e4b74ed871d4!8m2!3d33.6305093!4d73.1048123!16s%2Fg%2F11ghn_y731!19sChIJQbMk2nDr3zgR1HHYTrfkkzA?authuser=0&hl=en&rclk=1","Dispen(sary), Islamabad"
59,govtdispensary_33.501886_73.218624,Govt Dispensary,"Govt Dispensary
5.0(1)
Community health centre · G629+QC5, Mohra Darogha Road
Open ⋅ Closes 4 PM",Community health centre,Open,33.5018865,73.2186238,https://www.google.com/maps/place/Govt+Dispensary/data=!4m7!3m6!1s0x38dff1b743ffe0f5:0x6a8f124782fa1d94!8m2!3d33.5018865!4d73.2186238!16s%2Fg%2F11c31swrb0!19sChIJ9eD_Q7fx3zgRlB36gkcSj2o?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
60,postaldispensary_33.693170_73.056940,Postal Dispensary,"Postal Dispensary
3.0(4)
Pharmacy · M3V4+7Q8, Street 24
Open ⋅ Closes 3:30 PM",Pharmacy,Open,33.6931702,73.0569403,https://www.google.com/maps/place/Postal+Dispensary/data=!4m7!3m6!1s0x38dfbfc461aaffab:0x16a20026dd012de4!8m2!3d33.6931702!4d73.0569403!16s%2Fg%2F1hg4wb0vs!19sChIJq_-qYcS_3zgR5C0B3SYAohY?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
61,ptclhealthcentre_33.695337_73.060154,PTCL Health Centre,"PTCL Health Centre
3.8(17)
Hospital ·  · M3W6+43J
Open ⋅ Closes 9 PM",Hospital,Open,33.6953365,73.0601543,https://www.google.com/maps/place/PTCL+Health+Centre/data=!4m7!3m6!1s0x38dfbfc3c4ecb419:0x49a484b2e510e5cb!8m2!3d33.6953365!4d73.0601543!16s%2Fg%2F11fzffbfv7!19sChIJGbTsxMO_3zgRy-UQ5bKEpEk?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
62,medicalcenterbahriae_33.692488_73.219187,Medical Center Bahria Enclave,"Medical Center Bahria Enclave
3.0(12)
Medical Center ·  · M6R9+XMV Park, Urban Blvd, near Sector A
Open 24 hours · +92 51 2721044",Medical Center,Open 24 hours,33.6924882,73.2191868,https://www.google.com/maps/place/Medical+Center+Bahria+Enclave/data=!4m7!3m6!1s0x38dfe9ccc070bbdd:0xd9a8278c334cfa64!8m2!3d33.6924882!4d73.2191868!16s%2Fg%2F11hzj0qxfb!19sChIJ3btwwMzp3zgRZPpMM4wnqNk?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
63,polyclinicdispensary_33.661349_73.068097,Poly clinic dispensary I-8/1,"Poly clinic dispensary I-8/1
No reviews
Hospital · Block no.15, Flat no.1, Category-IV",Hospital,,33.6613489,73.0680969,https://www.google.com/maps/place/Poly+clinic+dispensary+I-8%2F1/data=!4m7!3m6!1s0x38df9520eefc81ef:0xa40107ff518ae7e6!8m2!3d33.6613489!4d73.0680969!16s%2Fg%2F11t8b23n4c!19sChIJ74H87iCV3zgR5ueKUf8HAaQ?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
64,pessisocialsecurityd_33.491019_73.226568,"PESSI Social Security Dispensary Redco , Rawalpindi","PESSI Social Security Dispensary Redco , Rawalpindi
5.0(1)
Medical clinic · F6RG+CJ4, Chak Ahban Rd",Medical clinic,,33.4910187,73.2265678,"https://www.google.com/maps/place/PESSI+Social+Security+Dispensary+Redco+,+Rawalpindi/data=!4m7!3m6!1s0x38dff11c52ae1adb:0xf97a674e4f660aaf!8m2!3d33.4910187!4d73.2265678!16s%2Fg%2F11l0ctq2nz!19sChIJ2xquUhzx3zgRrwpmT05nevk?authuser=0&hl=en&rclk=1","Dispen(sary), Islamabad"
65,zarifmemorialfreedis_33.729899_73.374510,Zarif Memorial Free Dispensary,"Zarif Memorial Free Dispensary
5.0(14)
Hospital · P9HF+XR2
+92 333 6666973",Hospital,,33.7298988,73.3745098,https://www.google.com/maps/place/Zarif+Memorial+Free+Dispensary/data=!4m7!3m6!1s0x38dfde3adc43ba21:0x1cdea3b0ac512046!8m2!3d33.7298988!4d73.3745098!16s%2Fg%2F1pwfxrf6l!19sChIJIbpD3Dre3zgRRiBRrLCj3hw?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
66,federalgovernmentdis_33.703673_73.060909,Federal Government Dispensary,"Federal Government Dispensary
No reviews
Medical Center · Flat # 4/2-E Street 21
Closed ⋅ Opens 8:30 AM Fri",Medical Center,Closed,33.7036728,73.0609087,https://www.google.com/maps/place/Federal+Government+Dispensary/data=!4m7!3m6!1s0x38dfbfbf08a6a48d:0xf729eacf406eb10b!8m2!3d33.7036728!4d73.0609087!16s%2Fg%2F1tknhv1b!19sChIJjaSmCL-_3zgRC7FuQM_qKfc?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
67,ptcldispensary_33.695354_73.060213,PTCL dispensary,"PTCL dispensary
No reviews
Free clinic ·  · M3W6+43J",Free clinic,,33.6953537,73.0602134,https://www.google.com/maps/place/PTCL+dispensary/data=!4m7!3m6!1s0x38dfbf4929fd4d1b:0xa8b0182ac3c8da92!8m2!3d33.6953537!4d73.0602134!16s%2Fg%2F11sm9x9rb0!19sChIJG039KUm_3zgRktrIwyoYsKg?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
68,keffreedispensary_33.517688_73.086562,KeF free Dispensary,"KeF free Dispensary
No reviews
Medical clinic",Medical clinic,,33.5176875,73.0865625,https://www.google.com/maps/place/KeF+free+Dispensary/data=!4m7!3m6!1s0x38df93716916ae3d:0x9830949cd37397e3!8m2!3d33.5176875!4d73.0865625!16s%2Fg%2F11vl23g_5k!19sChIJPa4WaXGT3zgR45dz05yUMJg?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
69,federalgovernmenrtdi_33.727143_73.095825,"Federal Governmenrt Dispensary - FBR, Islamabad","Federal Governmenrt Dispensary - FBR, Islamabad
3.0(1)
Medical Center · FBR, Constitution Ave
Closed ⋅ Opens 8:30 AM Fri",Medical Center,Closed,33.727143,73.0958248,"https://www.google.com/maps/place/Federal+Governmenrt+Dispensary+-+FBR,+Islamabad/data=!4m7!3m6!1s0x38dfc07d09c6b711:0xb04c5147f33791ea!8m2!3d33.727143!4d73.0958248!16s%2Fg%2F1tjgyrc4!19sChIJEbfGCX3A3zgR6pE380dRTLA?authuser=0&hl=en&rclk=1","Dispen(sary), Islamabad"
70,alamindispensary_33.659916_72.978313,Al Amin Dispensary,"Al Amin Dispensary
5.0(1)
Medical clinic · MX5H+X88, Unnamed Road",Medical clinic,,33.6599159,72.9783132,https://www.google.com/maps/place/Al+Amin+Dispensary/data=!4m7!3m6!1s0x38df97a3cbb636c3:0x5ec15a3bb657e1f7!8m2!3d33.6599159!4d72.9783132!16s%2Fg%2F11fm3bw5c2!19sChIJwza2y6OX3zgR9-FXtjtawV4?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
71,dispensarymediatown_33.560155_73.124939,Dispensary Media Town,"Dispensary Media Town
No reviews
General hospital · H46F+3X8",General hospital,,33.5601553,73.124939,https://www.google.com/maps/place/Dispensary+Media+Town/data=!4m7!3m6!1s0x38dfedf664375977:0xa587d7aa878478bc!8m2!3d33.5601553!4d73.124939!16s%2Fg%2F11ght8ywr4!19sChIJd1k3ZPbt3zgRvHiEh6rXh6U?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
72,fiadispensary_33.687560_73.047540,FIA Dispensary,"FIA Dispensary
3.9(7)
Pharmacy · G-8-1, G-8",Pharmacy,,33.68756,73.04754,https://www.google.com/maps/place/FIA+Dispensary/data=!4m7!3m6!1s0x38dfbfd194aaa4ff:0x20a1280d28e8982!8m2!3d33.68756!4d73.04754!16s%2Fg%2F12mkz60sm!19sChIJ_6SqlNG_3zgRgomO0oASCgI?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
73,rawaltowncdadispensa_33.684068_73.119164,Rawal Town CDA dispensary,"Rawal Town CDA dispensary
2.0(1)
Medical clinic ·  · M4M9+JMF",Medical clinic,,33.6840684,73.1191637,https://www.google.com/maps/place/Rawal+Town+CDA+dispensary/data=!4m7!3m6!1s0x38dfea9c421c7459:0xfb45feeb85e36f0d!8m2!3d33.6840684!4d73.1191637!16s%2Fg%2F11ckqzftrz!19sChIJWXQcQpzq3zgRDW_jhev-Rfs?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
74,punjabhousedispensar_33.720500_73.040528,Punjab house dispensary,"Punjab house dispensary
No reviews
Community health centre · P2CR+56R",Community health centre,,33.7204997,73.0405277,https://www.google.com/maps/place/Punjab+house+dispensary/data=!4m7!3m6!1s0x38dfbfba9c04deb9:0x825ee7245101bf89!8m2!3d33.7204997!4d73.0405277!16s%2Fg%2F11tj4pxxj6!19sChIJud4EnLq_3zgRib8BUSTnXoI?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
75,mcimedicaldispensary_33.737589_73.192046,MCI Medical Dispensary,"MCI Medical Dispensary
No reviews
Medical Center · P5QR+2RM",Medical Center,,33.737589,73.1920462,https://www.google.com/maps/place/MCI+Medical+Dispensary/data=!4m7!3m6!1s0x38dfc31ee0cd63fd:0xaaf4c0256cc7ab1a!8m2!3d33.737589!4d73.1920462!16s%2Fg%2F11j7kf6fj9!19sChIJ_WPN4B7D3zgRGqvHbCXA9Ko?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
76,cdavaccinationcenter_33.687841_73.034466,CDA Vaccination Center G-9,"CDA Vaccination Center G-9
4.4(21)
Community health centre ·  · M2QM+4QP, Mangla Rd، near Niazi Bus stop
Open ⋅ Closes 7:30 PM · +92 322 4864831",Community health centre,Open,33.6878407,73.0344665,https://www.google.com/maps/place/CDA+Vaccination+Center+G-9/data=!4m7!3m6!1s0x38dfbf5daf752205:0xe3f1dc39b4078013!8m2!3d33.6878407!4d73.0344665!16s%2Fg%2F11q2tpkwhb!19sChIJBSJ1r12_3zgRE4AHtDnc8eM?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
77,biovisiondiagnosticc_33.650492_73.044213,Bio Vision Diagnostic Center,"Bio Vision Diagnostic Center
4.3(12)
Hospital ·  · M22V+5MW
Closes soon ⋅ 2:30 PM ⋅ Opens 8 AM Fri · +92 51 4445858",Hospital,Closes soon,33.650492,73.0442133,https://www.google.com/maps/place/Bio+Vision+Diagnostic+Center/data=!4m7!3m6!1s0x38df95098140b2c3:0x21763cab366642ba!8m2!3d33.650492!4d73.0442133!16s%2Fg%2F11gf9q94d5!19sChIJw7JAgQmV3zgRukJmNqs8diE?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
78,i104pessisocialsecur_33.645508_73.040871,"I-10/4 PESSI Social Security Dispensary PCH, Rawalpindi","I-10/4 PESSI Social Security Dispensary PCH, Rawalpindi
No reviews
Medical clinic · 1337 Street 89",Medical clinic,,33.6455075,73.0408707,"https://www.google.com/maps/place/I-10%2F4+PESSI+Social+Security+Dispensary+PCH,+Rawalpindi/data=!4m7!3m6!1s0x38df957d4b276c87:0x37b27c38a2a8f21c!8m2!3d33.6455075!4d73.0408707!16s%2Fg%2F11mtjt6k2d!19sChIJh2wnS32V3zgRHPKoojh8sjc?authuser=0&hl=en&rclk=1","Dispen(sary), Islamabad"
79,federalgovernementdi_33.737300_73.093286,Federal Governement Dispensary (FGD) - A- Block,"Federal Governement Dispensary (FGD) - A- Block
No reviews
Medical Center · Pak Secretariat Secretariat Road
Closed ⋅ Opens 8:30 AM Fri",Medical Center,Closed,33.7372999,73.0932856,https://www.google.com/maps/place/Federal+Governement+Dispensary+%28FGD%29+-+A-+Block/data=!4m7!3m6!1s0x38dfc0847d0eaf0f:0x89766212ef42d531!8m2!3d33.7372999!4d73.0932856!16s%2Fg%2F1vh_6rvb!19sChIJD68OfYTA3zgRMdVC7xJidok?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
80,federalgovernmentdis_33.718651_73.102158,Federal Government Dispensary(FGD)- Foreign Affairs,"Federal Government Dispensary(FGD)- Foreign Affairs
No reviews
Medical Center · P492+FV7, Constitution Ave
Closed ⋅ Opens 8:30 AM Fri · +92 71 62517663",Medical Center,Closed,33.7186508,73.1021583,https://www.google.com/maps/place/Federal+Government+Dispensary%28FGD%29-+Foreign+Affairs/data=!4m7!3m6!1s0x38dfc06579535fdb:0x19329436223b391d!8m2!3d33.7186508!4d73.1021583!16s%2Fg%2F1td7g2__!19sChIJ219TeWXA3zgRHTk7IjaUMhk?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
81,cdamedicalcenter_33.687928_73.034407,CDA Medical Center,"CDA Medical Center
4.0(41)
Hospital ·  · M2QM+4QP Niazi Express, Mangla Rd، near Niazi Bus stop
Open ⋅ Closes 8 PM · +92 51 9330223",Hospital,Open,33.6879277,73.034407,https://www.google.com/maps/place/CDA+Medical+Center/data=!4m7!3m6!1s0x38dfbf1e5ddebda9:0x7d553df06e8b57b6!8m2!3d33.6879277!4d73.034407!16s%2Fg%2F11gydlm98q!19sChIJqb3eXR6_3zgRtleLbvA9VX0?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
82,islamabadpsychiatric_33.663819_73.153974,Islamabad Psychiatric Clinic & Rehabilitation Centre | Addiction Treatment and Rehabilitation Center in Islamabad,"Islamabad Psychiatric Clinic & Rehabilitation Centre | Addiction Treatment and Rehabilitation Center in Islamabad
4.8(172)
Addiction treatment center ·  · House No 10, Main Park Rd, adjacent Embassy Lodge Hotel
Open 24 hours · +92 315 0040350",Addiction treatment center,Open 24 hours,33.6638193,73.1539744,https://www.google.com/maps/place/Islamabad+Psychiatric+Clinic+%26+Rehabilitation+Centre+%7C+Addiction+Treatment+and+Rehabilitation+Center+in+Islamabad/data=!4m7!3m6!1s0x38dfeb9814780d4d:0x8717ceb69842c135!8m2!3d33.6638193!4d73.1539744!16s%2Fg%2F11h1hnkywz!19sChIJTQ14FJjr3zgRNcFCmLbOF4c?authuser=0&hl=en&rclk=1,"Dispen(sary), Islamabad"
