Index,Place Id,Name,Address,Category,Status,Latitude,Longitude,Link,SearchKeyword
45,mentalmentorpsycholo_33.591475_73.129577,Mental mentor psychological and Counseling services,"Mental mentor psychological and Counseling services
4.8(10)
Mental health service · phase 2, Main PWD road house #107, Street 19
Open ⋅ Closes 5 PM · +92 340 8014785",Mental health service,Open,33.591475,73.129577,https://www.google.com/maps/place/Mental+mentor+psychological+and+Counseling+services/data=!4m7!3m6!1s0x38df951f2c53925b:0xeea47c72ad9bc63c!8m2!3d33.591475!4d73.129577!16s%2Fg%2F11s46rw2rr!19sChIJW5JTLB-V3zgRPMabrXJ8pO4?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
46,islamabadmentalwelln_33.566372_73.126688,Islamabad Mental & Wellness Center - Rehab & Drug Addiction Treatment Center in Islamabad,"Islamabad Mental & Wellness Center - Rehab & Drug Addiction Treatment Center in Islamabad
4.7(37)
Mental health clinic ·  · Plot No, House # 228, Street 1, 145 Gate 2, near Bahria Town
Open 24 hours · +92 335 0509344",Mental health clinic,Open 24 hours,33.5663725,73.1266875,https://www.google.com/maps/place/Islamabad+Mental+%26+Wellness+Center+-+Rehab+%26+Drug+Addiction+Treatment+Center+in+Islamabad/data=!4m7!3m6!1s0x38dfed247dec6007:0x119a0db1742eaf5!8m2!3d33.5663725!4d73.1266875!16s%2Fg%2F11s538pj89!19sChIJB2DsfSTt3zgR9epCF9ugGQE?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
47,islamabadmindtherapy_33.564690_73.140304,Islamabad Mind Therapy | Best Mental Health Rehab Center Islamabad,"Islamabad Mind Therapy | Best Mental Health Rehab Center Islamabad
5.0(6)
Psychiatric hospital · House# 115, St#19 Pakistan Town Phase 2 Rd, Block C Phase 2 PWD, Islamabad, Punjab, near SSL School
Open 24 hours · +92 331 7443330",Psychiatric hospital,Open 24 hours,33.5646902,73.1403041,https://www.google.com/maps/place/Islamabad+Mind+Therapy+%7C+Best+Mental+Health+Rehab+Center+Islamabad/data=!4m7!3m6!1s0x38dfed1da1f70f4b:0x115089003208ea43!8m2!3d33.5646902!4d73.1403041!16s%2Fg%2F11lcfsrv53!19sChIJSw_3oR3t3zgRQ-oIMgCJUBE?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
48,safecaretrustinterna_33.629311_72.936755,Safe Care Trust International,"Safe Care Trust International
4.9(94)
Psychiatric hospital ·  · Main Motorway Chowk، Gillani Avenue, Motorway Service Rd, near almizan college
Open 24 hours · +92 333 5643733",Psychiatric hospital,Open 24 hours,33.6293111,72.9367553,https://www.google.com/maps/place/Safe+Care+Trust+International/data=!4m7!3m6!1s0x38df97ae4cfec8a1:0x1bd9ac1fc513b6fb!8m2!3d33.6293111!4d72.9367553!16s%2Fg%2F11c2p5vb6l!19sChIJocj-TK6X3zgR-7YTxR-s2Rs?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
49,greenfieldhospitalof_33.710173_73.167963,Greenfield Hospital Of Psychiatry,"Greenfield Hospital Of Psychiatry
4.7(23)
Mental health clinic ·  · Maple homes, Street no 1, Pepsi road
Open ⋅ Closes 5 PM · +92 323 1595869",Mental health clinic,Open,33.7101732,73.1679634,https://www.google.com/maps/place/Greenfield+Hospital+Of+Psychiatry/data=!4m7!3m6!1s0x38dfc19ac85a85d3:0x6acc700ee63a7316!8m2!3d33.7101732!4d73.1679634!16s%2Fg%2F11pclwngnl!19sChIJ04VayJrB3zgRFnM65g5wzGo?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
50,islamabadpsychologic_33.691360_72.999301,Islamabad Psychological Support By Maliha Ahmed,"Islamabad Psychological Support By Maliha Ahmed
5.0(33)
Mental health service · MXRX+GPV, Street 14
Open 24 hours · +92 316 5823033",Mental health service,Open 24 hours,33.6913602,72.9993008,https://www.google.com/maps/place/Islamabad+Psychological+Support+By+Maliha+Ahmed/data=!4m7!3m6!1s0x38dfbf0ac6cfc751:0x81abda60bfe86fad!8m2!3d33.6913602!4d72.9993008!16s%2Fg%2F11q1qqj_w5!19sChIJUcfPxgq_3zgRrW_ov2Daq4E?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
51,mindmatterswithsahar_33.683098_72.988423,Mind Matters with Sahar - 𝗖𝗼𝗻𝘀𝘂𝗹𝘁𝗮𝗻𝘁 𝗣𝘀𝘆𝗰𝗵𝗶𝗮𝘁𝗿𝗶𝘀𝘁 & 𝗣𝘀𝘆𝗰𝗵𝗼𝘁𝗵𝗲𝗿𝗮𝗽𝗶𝘀𝘁.,"Mind Matters with Sahar - 𝗖𝗼𝗻𝘀𝘂𝗹𝘁𝗮𝗻𝘁 𝗣𝘀𝘆𝗰𝗵𝗶𝗮𝘁𝗿𝗶𝘀𝘁 & 𝗣𝘀𝘆𝗰𝗵𝗼𝘁𝗵𝗲𝗿𝗮𝗽𝗶𝘀𝘁.
5.0(18)
Mental health clinic · 1st Floor, Office No. 4,5, Lord Trade Centre, above Najeeb Pharmacy
Open ⋅ Closes 6 PM · +92 316 1819835",Mental health clinic,Open,33.6830979,72.9884226,https://www.google.com/maps/place/Mind+Matters+with+Sahar+-+%F0%9D%97%96%F0%9D%97%BC%F0%9D%97%BB%F0%9D%98%80%F0%9D%98%82%F0%9D%97%B9%F0%9D%98%81%F0%9D%97%AE%F0%9D%97%BB%F0%9D%98%81+%F0%9D%97%A3%F0%9D%98%80%F0%9D%98%86%F0%9D%97%B0%F0%9D%97%B5%F0%9D%97%B6%F0%9D%97%AE%F0%9D%98%81%F0%9D%97%BF%F0%9D%97%B6%F0%9D%98%80%F0%9D%98%81+%26+%F0%9D%97%A3%F0%9D%98%80%F0%9D%98%86%F0%9D%97%B0%F0%9D%97%B5%F0%9D%97%BC%F0%9D%98%81%F0%9D%97%B5%F0%9D%97%B2%F0%9D%97%BF%F0%9D%97%AE%F0%9D%97%BD%F0%9D%97%B6%F0%9D%98%80%F0%9D%98%81./data=!4m7!3m6!1s0x38df950ff5ebcdcf:0x9e3d6f20cb779e0a!8m2!3d33.6830979!4d72.9884226!16s%2Fg%2F11y1cd4m76!19sChIJz83r9Q-V3zgRCp53yyBvPZ4?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
52,meetingmattersclinic_33.678552_73.010743,"Meeting Matters Clinic - Psychologists, Counselors and Therapists","Meeting Matters Clinic - Psychologists, Counselors and Therapists
4.8(272)
Psychologist · House 90, Street 27
Open 24 hours · +92 311 1155601",Psychologist,Open 24 hours,33.6785523,73.0107434,"https://www.google.com/maps/place/Meeting+Matters+Clinic+-+Psychologists,+Counselors+and+Therapists/data=!4m7!3m6!1s0x38dfbfb8974ddb91:0xe24956d22a3380b6!8m2!3d33.6785523!4d73.0107434!16s%2Fg%2F11gxnvs765!19sChIJkdtNl7i_3zgRtoAzKtJWSeI?authuser=0&hl=en&rclk=1","Mental Health Clinic, Islamabad"
53,mashalwellnessclinic_33.519210_73.092167,Mashal Wellness Clinic,"Mashal Wellness Clinic
5.0(11)
Mental health clinic · Building no C-09, Business Bay
Open ⋅ Closes 4 PM",Mental health clinic,Open,33.5192099,73.092167,https://www.google.com/maps/place/Mashal+Wellness+Clinic/data=!4m7!3m6!1s0x38dfeda523045557:0x146dbfd8d11e25da!8m2!3d33.5192099!4d73.092167!16s%2Fg%2F11krfj8k80!19sChIJV1UEI6Xt3zgR2iUe0di_bRQ?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
54,mentalhealthcarehosp_33.618842_73.126497,"Mental Health Care Hospital, Islamabad","Mental Health Care Hospital, Islamabad
5.0(2)
Hospital ·  · J49G+GHQ, Main market road
+92 300 8346269",Hospital,,33.6188418,73.1264971,"https://www.google.com/maps/place/Mental+Health+Care+Hospital,+Islamabad/data=!4m7!3m6!1s0x38dfebee9e4c2345:0x35d32b26a3c63451!8m2!3d33.6188418!4d73.1264971!16s%2Fg%2F11fnqc96rf!19sChIJRSNMnu7r3zgRUTTGoyYr0zU?authuser=0&hl=en&rclk=1","Mental Health Clinic, Islamabad"
55,newsochrehabpsychiat_33.571474_73.142974,New Soch Rehab & Psychiatric Centre Islamabad,"New Soch Rehab & Psychiatric Centre Islamabad
5.0(45)
Mental health clinic · House # 66 Street Number 1
Open 24 hours · +92 315 0005613",Mental health clinic,Open 24 hours,33.571474,73.1429736,https://www.google.com/maps/place/New+Soch+Rehab+%26+Psychiatric+Centre+Islamabad/data=!4m7!3m6!1s0x38dfefe26738cbe7:0x16c2d8c7fd71a032!8m2!3d33.571474!4d73.1429736!16s%2Fg%2F11txfqk_hr!19sChIJ58s4Z-Lv3zgRMqBx_cfYwhY?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
56,ipcislamabadpsycholo_30.362957_68.996698,IPC - Islamabad Psychological Center,"IPC - Islamabad Psychological Center
5.0(29)
Psychologist
Open ⋅ Closes 5 PM · +92 316 9224768",Psychologist,Open,30.3629572,68.9966984,https://www.google.com/maps/place/IPC+-+Islamabad+Psychological+Center/data=!4m7!3m6!1s0x38dfc16b601ee5e9:0xd784645af3ece5e7!8m2!3d30.3629572!4d68.9966984!16s%2Fg%2F11fm5c7pn_!19sChIJ6eUeYGvB3zgR5-Xs81pkhNc?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
57,logicspsychologicals_33.698467_73.048749,Logics Psychological Services,"Logics Psychological Services
5.0(3)
Mental health service · Main Markaz Rd, near to Habib metro bank
Open ⋅ Closes 9 PM",Mental health service,Open,33.6984672,73.0487488,https://www.google.com/maps/place/Logics+Psychological+Services/data=!4m7!3m6!1s0x38dfbf9cee7b319b:0x8369ae61a16577d1!8m2!3d33.6984672!4d73.0487488!16s%2Fg%2F11lnpylbh7!19sChIJmzF77py_3zgR0XdloWGuaYM?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
58,psychcaredrsemrasali_33.696563_73.049969,PsychCare | Dr. Semra Salik - Consultant Clinical Psychologist | Psychotherapist,"PsychCare | Dr. Semra Salik - Consultant Clinical Psychologist | Psychotherapist
4.6(146)
Psychologist ·  · First Floor, Time Square Plaza, Office 1
Open ⋅ Closes 8 PM · +92 331 2220247",Psychologist,Open,33.6965626,73.0499694,https://www.google.com/maps/place/PsychCare+%7C+Dr.+Semra+Salik+-+Consultant+Clinical+Psychologist+%7C+Psychotherapist/data=!4m7!3m6!1s0x38dfbf4ce20f21f3:0x1bfc129808552783!8m2!3d33.6965626!4d73.0499694!16s%2Fg%2F11hdpgs2jx!19sChIJ8yEP4ky_3zgRgydVCJgS_Bs?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
59,mindcarewellnessclin_33.524718_73.149486,Mindcare Wellness Clinic - Ms. Aniqa Malik,"Mindcare Wellness Clinic - Ms. Aniqa Malik
5.0(21)
Psychologist · 407, Block 5, Defense Residency
Open 24 hours · +92 311 1555382",Psychologist,Open 24 hours,33.5247181,73.149486,https://www.google.com/maps/place/Mindcare+Wellness+Clinic+-+Ms.+Aniqa+Malik/data=!4m7!3m6!1s0x38df93786fb1909b:0x7bd2484153559231!8m2!3d33.5247181!4d73.149486!16s%2Fg%2F11x1s59q5p!19sChIJm5Cxb3iT3zgRMZJVU0FI0ns?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
60,rapidhealingmedicals_33.616116_73.086108,Rapid Healing Medical Services-Islamabad Clinic,"Rapid Healing Medical Services-Islamabad Clinic
4.4(14)
Psychologist
Open ⋅ Closes 7 PM · +92 336 1820007",Psychologist,Open,33.6161162,73.086108,https://www.google.com/maps/place/Rapid+Healing+Medical+Services-Islamabad+Clinic/data=!4m7!3m6!1s0x38dfbfe77b6af223:0xabddc83fde9e436f!8m2!3d33.6161162!4d73.086108!16s%2Fg%2F11jr6hpnh6!19sChIJI_Jqe-e_3zgRb0Oe3j_I3as?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
61,psychiatristassistpr_33.713320_73.163975,Psychiatrist / Assist.Prof. Dr Hafiz sultan Muhammad MBBS-FCPS- Caring Ways Rehab and Psychiatric center Islamabad,"Psychiatrist / Assist.Prof. Dr Hafiz sultan Muhammad MBBS-FCPS- Caring Ways Rehab and Psychiatric center Islamabad
4.2(5)
Mental health clinic · House no 3, Zakria street, Muzafar Khan road
Open 24 hours · +92 314 1570722",Mental health clinic,Open 24 hours,33.7133203,73.1639752,https://www.google.com/maps/place/Psychiatrist+%2F+Assist.Prof.+Dr+Hafiz+sultan+Muhammad+MBBS-FCPS-+Caring+Ways+Rehab+and+Psychiatric+center+Islamabad/data=!4m7!3m6!1s0x38dfc186c28036f7:0xdee97bbf620cd2d6!8m2!3d33.7133203!4d73.1639752!16s%2Fg%2F11l38zml4v!19sChIJ9zaAwobB3zgR1tIMYr976d4?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
62,alirehabcenterislama_33.633030_73.136666,Ali Rehab Center Islamabad-ARCI | Best Addiction & Psychiatric Hospital | & Best Rehab in Islamabad |Mental Health Matters|,"Ali Rehab Center Islamabad-ARCI | Best Addiction & Psychiatric Hospital | & Best Rehab in Islamabad |Mental Health Matters|
4.9(223)
Rehabilitation center ·  · House 1, Garden, Street no 3 Ghauri
Open 24 hours · +92 322 5252212",Rehabilitation center,Open 24 hours,33.6330304,73.1366658,https://www.google.com/maps/place/Ali+Rehab+Center+Islamabad-ARCI+%7C+Best+Addiction+%26+Psychiatric+Hospital+%7C+%26+Best+Rehab+in+Islamabad+%7CMental+Health+Matters%7C/data=!4m7!3m6!1s0x38dfebb1b1b2f443:0x45306261f2a39a0b!8m2!3d33.6330304!4d73.1366658!16s%2Fg%2F11h_6xhhv6!19sChIJQ_SysbHr3zgRC5qj8mFiMEU?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
63,abidchpsychologistth_33.570251_73.194192,Abid Ch Psychologist- The New Life Naval Anchorage Islamabad,"Abid Ch Psychologist- The New Life Naval Anchorage Islamabad
4.9(81)
Mental health clinic · House 8 Road E
Open ⋅ Closes 9 PM · +92 307 7850808",Mental health clinic,Open,33.5702513,73.1941916,https://www.google.com/maps/place/Abid+Ch+Psychologist-+The+New+Life+Naval+Anchorage+Islamabad/data=!4m7!3m6!1s0x38dfeff13eb412b7:0x462d7a1089428587!8m2!3d33.5702513!4d73.1941916!16s%2Fg%2F11t83lwrlq!19sChIJtxK0PvHv3zgRh4VCiRB6LUY?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
64,psychlounge_33.675166_73.072112,Psych Lounge,"Psych Lounge
5.0(8)
Mental health service · House 20, Street 65
Open ⋅ Closes 8 PM · +92 333 8333397",Mental health service,Open,33.6751661,73.0721116,https://www.google.com/maps/place/Psych+Lounge/data=!4m7!3m6!1s0x38df952f6272b585:0xbe80cc7898658186!8m2!3d33.6751661!4d73.0721116!16s%2Fg%2F11wbxxb6j6!19sChIJhbVyYi-V3zgRhoFlmHjMgL4?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
65,neurobridgementalhea_33.519416_73.088100,NeuroBridge Mental Health Services,"NeuroBridge Mental Health Services
5.0(4)
Mental health service · Shop no 7-E, Ground Floor, Block 7, Business Bay
Open 24 hours · +92 335 5630395",Mental health service,Open 24 hours,33.5194165,73.0880999,https://www.google.com/maps/place/NeuroBridge+Mental+Health+Services/data=!4m7!3m6!1s0x38dfbd683817b1d3:0x3d805b3e5fa2fc25!8m2!3d33.5194165!4d73.0880999!16s%2Fg%2F11w4wmrxc2!19sChIJ07EXOGi93zgRJfyiXz5bgD0?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
66,psychologyexperts_33.669256_72.990622,Psychology Experts,"Psychology Experts
4.9(29)
Mental health service · 74
Open 24 hours · +92 309 5926068",Mental health service,Open 24 hours,33.6692556,72.9906222,https://www.google.com/maps/place/Psychology+Experts/data=!4m7!3m6!1s0x38df950b497037b3:0x757b97f13c10eb36!8m2!3d33.6692556!4d72.9906222!16s%2Fg%2F11k4t75y02!19sChIJszdwSQuV3zgRNusQPPGXe3U?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
67,pehchaanclinic_33.710968_73.041057,Pehchaan Clinic,"Pehchaan Clinic
4.9(51)
Medical Center ·  · 2nd floor, Pakland Medical Centre
Open ⋅ Closes 9 PM · +92 315 2780873",Medical Center,Open,33.7109677,73.0410567,https://www.google.com/maps/place/Pehchaan+Clinic/data=!4m7!3m6!1s0x38dfbf58b14b0f51:0x388686e073bb9c6f!8m2!3d33.7109677!4d73.0410567!16s%2Fg%2F11vj42nwhh!19sChIJUQ9LsVi_3zgRb5y7c-CGhjg?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
68,thenewliferehabpsych_33.565061_73.140612,The New Life Rehab & Psychiatric Center Islamabad,"The New Life Rehab & Psychiatric Center Islamabad
4.7(166)
Rehabilitation center · House 107, Street 22, Main PWD Rd, near SSL School
Open 24 hours · +92 333 7749772",Rehabilitation center,Open 24 hours,33.5650613,73.1406119,https://www.google.com/maps/place/The+New+Life+Rehab+%26+Psychiatric+Center+Islamabad/data=!4m7!3m6!1s0x38dfed89a42aaaf9:0x2290f122e5d762da!8m2!3d33.5650613!4d73.1406119!16s%2Fg%2F11t57gs19p!19sChIJ-aoqpInt3zgR2mLX5SLxkCI?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
69,farhatjanpsychologis_33.564307_73.148501,"Farhat Jan Psychologist (Member of APA, ISSUP & ANZMH) (Ph.D Scholar)","Farhat Jan Psychologist (Member of APA, ISSUP & ANZMH) (Ph.D Scholar)
4.9(446)
Psychologist ·  · Street 3
Open ⋅ Closes 8:30 PM · +92 336 9580236",Psychologist,Open,33.5643074,73.1485008,"https://www.google.com/maps/place/Farhat+Jan+Psychologist+%28Member+of+APA,+ISSUP+%26+ANZMH%29+%28Ph.D+Scholar%29/data=!4m7!3m6!1s0x38dfed9bf44137eb:0xb8187adca7100e4d!8m2!3d33.5643074!4d73.1485008!16s%2Fg%2F11t1bm_gqz!19sChIJ6zdB9Jvt3zgRTQ4Qp9x6GLg?authuser=0&hl=en&rclk=1","Mental Health Clinic, Islamabad"
70,mhspsychotherapybeha_33.693447_73.013620,MHS Psychotherapy Behavior Therapy Speech Therapy Physiotherapy Services,"MHS Psychotherapy Behavior Therapy Speech Therapy Physiotherapy Services
5.0(16)
Psychotherapist ·  · D Plaza،, opposite Fatima Jinnah Park،
Open ⋅ Closes 9 PM · +92 311 0979070",Psychotherapist,Open,33.6934471,73.0136201,https://www.google.com/maps/place/MHS+Psychotherapy+Behavior+Therapy+Speech+Therapy+Physiotherapy+Services/data=!4m7!3m6!1s0x38dfed85fcaf095f:0x35b429488de5c377!8m2!3d33.6934471!4d73.0136201!16s%2Fg%2F11s745p3sk!19sChIJXwmv_IXt3zgRd8PljUgptDU?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
71,psychaffinityrehabil_33.699940_73.146192,Psychaffinity | Rehabilitation Center | Top Rehab center in Islamabad - Pakistan,"Psychaffinity | Rehabilitation Center | Top Rehab center in Islamabad - Pakistan
4.9(41)
Rehabilitation center ·  · House No. 1, Kiyani Street Lakhwal
Open 24 hours · +92 302 5437982",Rehabilitation center,Open 24 hours,33.6999398,73.1461915,https://www.google.com/maps/place/Psychaffinity+%7C+Rehabilitation+Center+%7C+Top+Rehab+center+in+Islamabad+-+Pakistan/data=!4m7!3m6!1s0x38df952f292bb429:0x7af919b839c03a6f!8m2!3d33.6999398!4d73.1461915!16s%2Fg%2F11h4tq01hz!19sChIJKbQrKS-V3zgRbzrAObgZ-Xo?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
72,drrizwantajpsychiatr_33.696966_73.051200,Dr. Rizwan Taj Psychiatry Clinic,"Dr. Rizwan Taj Psychiatry Clinic
3.4(130)
Psychiatrist · Markaz Rd
Closed ⋅ Opens 5 PM · +92 331 5644446",Psychiatrist,Closed,33.6969661,73.0511997,https://www.google.com/maps/place/Dr.+Rizwan+Taj+Psychiatry+Clinic/data=!4m7!3m6!1s0x38dfbfc88d951d4b:0x7b20c8de0b2cca91!8m2!3d33.6969661!4d73.0511997!16s%2Fg%2F11c32p5g3g!19sChIJSx2Vjci_3zgRkcosC97IIHs?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
73,bepositivementalheal_33.677733_72.780765,Be Positive Mental Healthcare Service,"Be Positive Mental Healthcare Service
5.0(1)
Mental health service · 3236, Street:, 102 B-17
Closes soon ⋅ 3 PM ⋅ Opens 9 PM Fri · +92 323 5408903",Mental health service,Closes soon,33.6777329,72.7807645,https://www.google.com/maps/place/Be+Positive+Mental+Healthcare+Service/data=!4m7!3m6!1s0x38dfa3e568155b93:0x4ba0bb7eafc21bc!8m2!3d33.6777329!4d72.7807645!16s%2Fg%2F11vks4sh48!19sChIJk1sVaOWj3zgRvCH86rcLugQ?authuser=0&hl=en&rclk=1,"Mental Health Clinic, Islamabad"
