Index,Place Id,Name,Address,Category,Status,Latitude,Longitude,Link,SearchKeyword
46,medicalstore_33.693013_73.059032,Medical Store,"Medical Store
3.8(16)
Pharmacy · Khumrial Centre, St 22, G-8-4, G-8
+92 317 3824809",Pharmacy,,33.6930126,73.0590319,https://www.google.com/maps/place/Medical+Store/data=!4m7!3m6!1s0x38dfbfc377699507:0x342e468cb3703140!8m2!3d33.6930126!4d73.0590319!16s%2Fg%2F12mkzc9mg!19sChIJB5Vpd8O_3zgRQDFws4xGLjQ?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
47,pillzpharmacy_33.601410_73.157091,Pillz Pharmacy,"Pillz Pharmacy
4.8(35)
Pharmacy · Samama Gulberg
Open ⋅ Closes 3 AM · +92 315 7290000",Pharmacy,Open,33.6014102,73.157091,https://www.google.com/maps/place/Pillz+Pharmacy/data=!4m7!3m6!1s0x38dfed146492fc11:0xe475381c143568c0!8m2!3d33.6014102!4d73.157091!16s%2Fg%2F11qq4dcy3w!19sChIJEfySZBTt3zgRwGg1FBw4deQ?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
48,malikmedicalstore_33.653398_73.061694,Malik Medical Store,"Malik Medical Store
4.0(7)
Pharmacy · M336+9M4 Chaudhary Market
Open ⋅ Closes 10 PM · +92 344 5566789",Pharmacy,Open,33.6533978,73.0616943,https://www.google.com/maps/place/Malik+Medical+Store/data=!4m7!3m6!1s0x38df9515d1082f47:0x54de55b3f838b5f6!8m2!3d33.6533978!4d73.0616943!16s%2Fg%2F11c1q43g5q!19sChIJRy8I0RWV3zgR9rU4-LNV3lQ?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
49,malikmedicalstorehom_33.707977_73.089746,"Malik Medical Store. (Homeopathic, Allopathic And Unani Medicines)","Malik Medical Store. (Homeopathic, Allopathic And Unani Medicines)
4.8(28)
Pharmacy · Municipal Rd
Open ⋅ Closes 10 PM · +92 51 2206092",Pharmacy,Open,33.707977,73.0897463,"https://www.google.com/maps/place/Malik+Medical+Store.+%28Homeopathic,+Allopathic+And+Unani+Medicines%29/data=!4m7!3m6!1s0x38dfc0750b932d49:0x17744ef4ac16d77f!8m2!3d33.707977!4d73.0897463!16s%2Fg%2F119wnsyzp!19sChIJSS2TC3XA3zgRf9cWrPROdBc?authuser=0&hl=en&rclk=1","Medical Store, Islamabad"
50,msmedicalstore_33.640813_73.165073,MS Medical Store,"MS Medical Store
5.0(4)
Pharmacy · F21 St.no 21
Open ⋅ Closes 11 PM · +92 333 7255606",Pharmacy,Open,33.6408126,73.1650727,https://www.google.com/maps/place/MS+Medical+Store/data=!4m7!3m6!1s0x38dfeb97f85ae229:0x8971f719e47c00ce!8m2!3d33.6408126!4d73.1650727!16s%2Fg%2F11rxqjcmzr!19sChIJKeJa-Jfr3zgRzgB85Bn3cYk?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
51,fcmedicalstoreislama_33.744287_73.112702,FC Medical Store Islamabad,"FC Medical Store Islamabad
5.0(1)
Pharmacy · Near Shrine of Hazrat Bari Imam Sarkar
Open ⋅ Closes 12 AM · +92 345 5607132",Pharmacy,Open,33.7442869,73.1127025,https://www.google.com/maps/place/FC+Medical+Store+Islamabad/data=!4m7!3m6!1s0x38dfc1dc44c577ef:0x2e8a38d7ba743a0e!8m2!3d33.7442869!4d73.1127025!16s%2Fg%2F11ry2pt_4h!19sChIJ73fFRNzB3zgRDjp0utc4ii4?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
52,medixplusmedicalstor_33.565203_73.152189,Medix plus medical store and cosmetics,"Medix plus medical store and cosmetics
5.0(8)
Pharmacy ·  · Main Soan Ave, near shaheen refreshment
Open ⋅ Closes 11:50 PM · +92 315 5180002",Pharmacy,Open,33.565203,73.1521894,https://www.google.com/maps/place/Medix+plus+medical+store+and+cosmetics/data=!4m7!3m6!1s0x38dfec4c7c2f53a3:0xaf982fd1afb47fe5!8m2!3d33.565203!4d73.1521894!16s%2Fg%2F11ggnh01mz!19sChIJo1MvfEzs3zgR5X-0r9EvmK8?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
53,waltonpharmacyi10_33.648287_73.040510,Walton Pharmacy I-10,"Walton Pharmacy I-10
4.6(71)
Pharmacy · 
Open ⋅ Closes 12:30 AM · +92 300 6862448",Pharmacy,Open,33.6482869,73.0405098,https://www.google.com/maps/place/Walton+Pharmacy+I-10/data=!4m7!3m6!1s0x38df95a7621d61c5:0x5cdb1feeec3135ff!8m2!3d33.6482869!4d73.0405098!16s%2Fg%2F12mkzhz1l!19sChIJxWEdYqeV3zgR_zUx7O4f21w?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
54,sultanmedicalstore_33.629549_73.115992,Sultan Medical Store,"Sultan Medical Store
5.0(6)
Medical supply store · Lehtrar Road Khanna, Bridge
Open ⋅ Closes 10:30 PM · +92 303 2070072",Medical supply store,Open,33.6295493,73.1159916,https://www.google.com/maps/place/Sultan+Medical+Store/data=!4m7!3m6!1s0x38dfebc5f7b1c0d9:0xe8a93e2fac483415!8m2!3d33.6295493!4d73.1159916!16s%2Fg%2F11ny2c5rpq!19sChIJ2cCx98Xr3zgRFTRIrC8-qeg?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
55,arsalanmedicalstorec_33.635480_72.936033,Arsalan Medical STORE & COSMETICS,"Arsalan Medical STORE & COSMETICS
4.7(9)
Pharmacy · Unnamed Road
Open ⋅ Closes 11 PM · +92 332 5570701",Pharmacy,Open,33.63548,72.9360333,https://www.google.com/maps/place/Arsalan+Medical+STORE+%26+COSMETICS/data=!4m7!3m6!1s0x38df972ad68bc763:0x5fa68990bccb7594!8m2!3d33.63548!4d72.9360333!16s%2Fg%2F11h02l5kyz!19sChIJY8eL1iqX3zgRlHXLvJCJpl8?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
56,luckypharmacy_33.675827_73.013755,Lucky Pharmacy,"Lucky Pharmacy
4.3(32)
Pharmacy · M2G7+8GJ, Bela Rd
Open ⋅ Closes 12 AM · +92 51 6133233",Pharmacy,Open,33.6758272,73.013755,https://www.google.com/maps/place/Lucky+Pharmacy/data=!4m7!3m6!1s0x38dfbe1e55cc2629:0xbe48580bba230d4b!8m2!3d33.6758272!4d73.013755!16s%2Fg%2F1tjff6h0!19sChIJKSbMVR6-3zgRSw0jugtYSL4?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
57,waheedchemistoptics_33.699121_73.048635,Waheed Chemist & Optics,"Waheed Chemist & Optics
4.3(113)
Pharmacy ·  · M2XX+JFR, Markaz Rd
Open ⋅ Closes 12 AM · +92 51 2260703",Pharmacy,Open,33.6991215,73.0486346,https://www.google.com/maps/place/Waheed+Chemist+%26+Optics/data=!4m7!3m6!1s0x38dfbfc9c4e9d999:0x4bc932adb5543879!8m2!3d33.6991215!4d73.0486346!16s%2Fg%2F1thf6ynt!19sChIJmdnpxMm_3zgReThUta0yyUs?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
58,cspharmacy_33.656437_72.966824,CS Pharmacy®,"CS Pharmacy®
4.9(16)
Pharmacy · 3 Street 169
Open ⋅ Closes 12 AM · +92 311 5187836",Pharmacy,Open,33.6564371,72.9668244,https://www.google.com/maps/place/CS+Pharmacy%C2%AE/data=!4m7!3m6!1s0x38df95c47adff3c7:0xc5a64b7492a9250a!8m2!3d33.6564371!4d72.9668244!16s%2Fg%2F11sy031bw6!19sChIJx_PfesSV3zgRCiWpknRLpsU?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
59,alrehmatpharmacy_33.571534_73.176391,Al Rehmat Pharmacy,"Al Rehmat Pharmacy
4.8(87)
Pharmacy · Liaquat Ave
Open ⋅ Closes 1 AM · +92 51 5964143",Pharmacy,Open,33.5715335,73.1763907,https://www.google.com/maps/place/Al+Rehmat+Pharmacy/data=!4m7!3m6!1s0x38dfed82750dcb3d:0x45406b3ce243d7f9!8m2!3d33.5715335!4d73.1763907!16s%2Fg%2F11sgqz0_d8!19sChIJPcsNdYLt3zgR-ddD4jxrQEU?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
60,kazimmedicalstore_33.705061_73.067903,Kazim Medical Store,"Kazim Medical Store
4.8(4)
Pharmacy · AWLINKERS
Open ⋅ Closes 11 PM · +92 51 2204903",Pharmacy,Open,33.705061,73.067903,https://www.google.com/maps/place/Kazim+Medical+Store/data=!4m7!3m6!1s0x38dfbf94f74acd2f:0x8caf8d8e4ea5cc7a!8m2!3d33.705061!4d73.067903!16s%2Fg%2F11hbbzfk4m!19sChIJL81K95S_3zgResylTo6Nr4w?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
61,akmedicalstore_33.661728_73.067089,Ak medical store,"Ak medical store
5.0(5)
Pharmacy · Food cateringندیم خان, Muhal Plaza، Street 15
Open ⋅ Closes 12 AM · +92 332 5576686",Pharmacy,Open,33.6617281,73.0670894,https://www.google.com/maps/place/Ak+medical+store/data=!4m7!3m6!1s0x38df9580c20d0ff7:0xd7cb996e7fec13ff!8m2!3d33.6617281!4d73.0670894!16s%2Fg%2F11ss8k7r12!19sChIJ9w8NwoCV3zgR_xPsf26Zy9c?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
62,mahammedicalstore_33.648141_73.040269,Maham Medical Store,"Maham Medical Store
5.0(5)
Pharmacy · J2XR+742
Open ⋅ Closes 11 PM",Pharmacy,Open,33.6481406,73.0402686,https://www.google.com/maps/place/Maham+Medical+Store/data=!4m7!3m6!1s0x38df95a763c4bf31:0x37e5bd298b3954ab!8m2!3d33.6481406!4d73.0402686!16s%2Fg%2F11f0wkgssr!19sChIJMb_EY6eV3zgRq1Q5iym95Tc?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
63,medxpharmacy_33.669184_73.073893,Med-X Pharmacy,"Med-X Pharmacy
4.6(45)
Pharmacy
Open ⋅ Closes 12 AM · +92 51 4864549",Pharmacy,Open,33.6691844,73.0738928,https://www.google.com/maps/place/Med-X+Pharmacy/data=!4m7!3m6!1s0x38df954516816441:0x560ae8b79c72d0c8!8m2!3d33.6691844!4d73.0738928!16s%2Fg%2F11g6r24b36!19sChIJQWSBFkWV3zgRyNBynLfoClY?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
64,newaleespharmacy_33.632070_72.921556,New Alees Pharmacy,"New Alees Pharmacy
4.8(74)
Pharmacy ·  · Nomi Arcade Main Road Number 1, Markaz
Open ⋅ Closes 12 AM · +92 51 2328292",Pharmacy,Open,33.6320702,72.9215562,https://www.google.com/maps/place/New+Alees+Pharmacy/data=!4m7!3m6!1s0x38df979610de2cbd:0xbba8e8063ed353f0!8m2!3d33.6320702!4d72.9215562!16s%2Fg%2F11cs0sfh8m!19sChIJvSzeEJaX3zgR8FPTPgboqLs?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
65,gardezimedicalstore_33.636739_73.132400,Gardezi Medical Store,"Gardezi Medical Store
3.8(4)
Pharmacy · J4PJ+MXR
Open ⋅ Closes 11 PM · +92 332 5168472",Pharmacy,Open,33.636739,73.1324002,https://www.google.com/maps/place/Gardezi+Medical+Store/data=!4m7!3m6!1s0x38dfeba7c59ee1dd:0x12e4dde62c72f7f0!8m2!3d33.636739!4d73.1324002!16s%2Fg%2F11qq9c9692!19sChIJ3eGexafr3zgR8PdyLObd5BI?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
66,shaheenchemist_33.699194_73.048815,Shaheen Chemist,"Shaheen Chemist
4.1(89)
Pharmacy · Allah Dad Plaza, Markaz Rd
Open ⋅ Closes 1 AM · +92 51 2252215",Pharmacy,Open,33.6991939,73.0488153,https://www.google.com/maps/place/Shaheen+Chemist/data=!4m7!3m6!1s0x38dfbfc9d1ce94e1:0x549deca7538bcd9e!8m2!3d33.6991939!4d73.0488153!16s%2Fg%2F1tp06gtr!19sChIJ4ZTO0cm_3zgRns2LU6fsnVQ?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
67,waqarmedicalstore_33.677553_73.024837,Waqar Medical Store,"Waqar Medical Store
3.8(6)
Pharmacy · M2HF+2WG Power Market, Street 69
Open ⋅ Closes 11 PM · +92 345 5120721",Pharmacy,Open,33.6775529,73.0248366,https://www.google.com/maps/place/Waqar+Medical+Store/data=!4m7!3m6!1s0x38dfbe26e36aaaab:0x647c6a0717b0a99d!8m2!3d33.6775529!4d73.0248366!16s%2Fg%2F11c5s5gt9j!19sChIJq6pq4ya-3zgRnamwFwdqfGQ?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
68,bspharmacyg15_33.633556_72.923162,B&S Pharmacy G-15,"B&S Pharmacy G-15
4.6(13)
Pharmacy ·  · Lower Ground, Khyber, St 4
Open ⋅ Closes 11:45 PM · +92 51 2304627",Pharmacy,Open,33.6335556,72.9231621,https://www.google.com/maps/place/B%26S+Pharmacy+G-15/data=!4m7!3m6!1s0x38df97bdfe3f7655:0xf28a30662b22ed44!8m2!3d33.6335556!4d72.9231621!16s%2Fg%2F11df3p69q5!19sChIJVXY__r2X3zgRRO0iK2YwivI?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
69,iqbalpharmacy_33.644048_72.958836,IQBAL PHARMACY,"IQBAL PHARMACY
4.5(39)
Pharmacy ·  · Shop no -4، iqbal Pharmacy, Friends Arcade, Street 87
Open ⋅ Closes 10 PM · +92 51 2306867",Pharmacy,Open,33.6440483,72.9588364,https://www.google.com/maps/place/IQBAL+PHARMACY/data=!4m7!3m6!1s0x38df97f2e162b997:0x641b2658f851a1fa!8m2!3d33.6440483!4d72.9588364!16s%2Fg%2F11b6jkhkw5!19sChIJl7li4fKX3zgR-qFR-FgmG2Q?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
70,bismillahmedicalstor_33.686642_73.174202,Bismillah Medical Store. بسم الله میڈیکل سٹور,"Bismillah Medical Store. بسم الله میڈیکل سٹور
5.0(13)
Pharmacy · M5PF+MM4, Simly Dam Link Rd
Open ⋅ Closes 9 PM · +92 313 5692930",Pharmacy,Open,33.6866424,73.1742024,https://www.google.com/maps/place/Bismillah+Medical+Store.+%D8%A8%D8%B3%D9%85+%D8%A7%D9%84%D9%84%D9%87+%D9%85%DB%8C%DA%88%DB%8C%DA%A9%D9%84+%D8%B3%D9%B9%D9%88%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x38dfeb002eccdacd:0xe1cb392b859c6e62!8m2!3d33.6866424!4d73.1742024!16s%2Fg%2F11vzgmj5lp!19sChIJzdrMLgDr3zgRYm6chSs5y-E?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
71,nuskhapharmacy_33.570889_73.176375,Nuskha Pharmacy,"Nuskha Pharmacy
4.9(32)
Pharmacy · Shop#3, Al Murtaza Arcade
Open ⋅ Closes 11 PM",Pharmacy,Open,33.5708893,73.1763747,https://www.google.com/maps/place/Nuskha+Pharmacy/data=!4m7!3m6!1s0x38dfed81ba6b577f:0xe247ccda061689ae!8m2!3d33.5708893!4d73.1763747!16s%2Fg%2F11hm5y3_mv!19sChIJf1druoHt3zgRrokWBtrMR-I?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
72,noormedicalstore_33.653453_73.050716,Noor Medical Store,"Noor Medical Store
5.0(2)
Pharmacy · Asim, Plaza Warsak Rd
Open ⋅ Closes 10 PM · +92 321 5091789",Pharmacy,Open,33.6534533,73.050716,https://www.google.com/maps/place/Noor+Medical+Store/data=!4m7!3m6!1s0x38df95092823a89f:0xf68a03eda0ae68d!8m2!3d33.6534533!4d73.050716!16s%2Fg%2F11k3xs31yt!19sChIJn6gjKAmV3zgRjeYK2j6gaA8?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
73,denovomedicalstore_33.680334_73.022642,Denovo Medical Store,"Denovo Medical Store
4.3(16)
Pharmacy · M2JF+43J
Open ⋅ Closes 10 PM · +92 334 1107504",Pharmacy,Open,33.6803344,73.0226424,https://www.google.com/maps/place/Denovo+Medical+Store/data=!4m7!3m6!1s0x38dfbe23f9bb2729:0xa2f4933b10d733b5!8m2!3d33.6803344!4d73.0226424!16s%2Fg%2F11g6s83jp6!19sChIJKSe7-SO-3zgRtTPXEDuT9KI?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
74,alsalehachemist_33.717340_73.083884,Al-Saleha Chemist,"Al-Saleha Chemist
4.4(48)
Pharmacy · Mir Trade Centre Municipal Rd Melody Market
Open ⋅ Closes 2 AM · +92 51 2206929",Pharmacy,Open,33.7173398,73.0838836,https://www.google.com/maps/place/Al-Saleha+Chemist/data=!4m7!3m6!1s0x38dfbf86478e504b:0x2ac5d879f889e640!8m2!3d33.7173398!4d73.0838836!16s%2Fg%2F12mk_3ds2!19sChIJS1COR4a_3zgRQOaJ-HnYxSo?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
75,hellodoctormedstorep_33.696665_72.968956,Hello Doctor & Medstore Pharmacy,"Hello Doctor & Medstore Pharmacy
4.5(8)
Pharmacy · Usman square plot 41A
Open ⋅ Closes 9 PM · +92 340 5769622",Pharmacy,Open,33.6966648,72.9689561,https://www.google.com/maps/place/Hello+Doctor+%26+Medstore+Pharmacy/data=!4m7!3m6!1s0x38dfbd8d53c1b0f7:0x733e511cd6a3b2d0!8m2!3d33.6966648!4d72.9689561!16s%2Fg%2F11frsy8ng8!19sChIJ97DBU4293zgR0LKj1hxRPnM?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
76,starmedicalstore_33.643223_73.041267,Star Medical Store,"Star Medical Store
4.5(2)
Pharmacy · J2VR+7GJ
Open ⋅ Closes 10:30 PM · +92 51 4447620",Pharmacy,Open,33.6432234,73.0412666,https://www.google.com/maps/place/Star+Medical+Store/data=!4m7!3m6!1s0x38df95505e6d4fc5:0x1554119e08ac4d02!8m2!3d33.6432234!4d73.0412666!16s%2Fg%2F11h1l0lnn0!19sChIJxU9tXlCV3zgRAk2sCJ4RVBU?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
77,jansonspharmacy_33.699195_73.048790,Jan Sons Pharmacy,"Jan Sons Pharmacy
4.8(13)
Pharmacy ·  · Shop#5, Block#19 Allahdad Plaza
Open ⋅ Closes 11:30 PM · +92 51 8460951",Pharmacy,Open,33.6991951,73.0487896,https://www.google.com/maps/place/Jan+Sons+Pharmacy/data=!4m7!3m6!1s0x38dfbf1142179987:0x745bd2aa7a269aa9!8m2!3d33.6991951!4d73.0487896!16s%2Fg%2F11mwvv02_v!19sChIJh5kXQhG_3zgRqZomeqrSW3Q?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
78,alrahmanmedicalstore_33.646887_73.102664,Al Rahman medical store,"Al Rahman medical store
5.0(2)
Pharmacy · J4W3+Q33
Open ⋅ Closes 5 PM",Pharmacy,Open,33.6468873,73.1026642,https://www.google.com/maps/place/Al+Rahman+medical+store/data=!4m7!3m6!1s0x38dfeb68d2d47641:0xed8370e8417b1204!8m2!3d33.6468873!4d73.1026642!16s%2Fg%2F11j5qg4dhz!19sChIJQXbU0mjr3zgRBBJ7Qehwg-0?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
79,medxpharmacy_33.706145_73.086526,Med-X Pharmacy,"Med-X Pharmacy
4.3(23)
Pharmacy ·  · Shop No. 04,05,06,07, Plot, 15 Khayaban-e-Suhrwardy
Open ⋅ Closes 12 AM · +92 323 9195951",Pharmacy,Open,33.7061451,73.0865264,https://www.google.com/maps/place/Med-X+Pharmacy/data=!4m7!3m6!1s0x38dfbfea444f8481:0x5e17929a83db3b3f!8m2!3d33.7061451!4d73.0865264!16s%2Fg%2F11mv_2ms0n!19sChIJgYRPROq_3zgRPzvbg5qSF14?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
80,haiderimedicalstore_33.637559_73.125357,Haideri medical store,"Haideri medical store
5.0(1)
Pharmacy · Sanam Rd
Open 24 hours · +92 324 5250742",Pharmacy,Open 24 hours,33.637559,73.1253567,https://www.google.com/maps/place/Haideri+medical+store/data=!4m7!3m6!1s0x38dfeb3a96b5adbb:0xe6ca8dc08fac1c7a!8m2!3d33.637559!4d73.1253567!16s%2Fg%2F11krks4bhz!19sChIJu621ljrr3zgRehysj8CNyuY?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
81,amjadmedicalstore_33.619348_73.135809,Amjad Medical Store,"Amjad Medical Store
5.0(3)
Pharmacy · J49P+P8M, Street No. 26
Open ⋅ Closes 11:45 PM · +92 345 3822966",Pharmacy,Open,33.6193484,73.1358086,https://www.google.com/maps/place/Amjad+Medical+Store/data=!4m7!3m6!1s0x38dfebaa4381dba5:0x6bba323b02270fe5!8m2!3d33.6193484!4d73.1358086!16s%2Fg%2F11ffltpnz2!19sChIJpduBQ6rr3zgR5Q8nAjsyums?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
82,hameedpharmacy_33.711203_73.037854,Hameed Pharmacy,"Hameed Pharmacy
3.7(19)
Pharmacy · Shehnaz Plaza, Plot, 14-Y Johar Rd
Open ⋅ Closes 11 PM · +92 51 8485644",Pharmacy,Open,33.7112032,73.0378542,https://www.google.com/maps/place/Hameed+Pharmacy/data=!4m7!3m6!1s0x38dfbe52f0b9d443:0xc0f1f99b408a0586!8m2!3d33.7112032!4d73.0378542!16s%2Fg%2F11zbqqcbp!19sChIJQ9S58FK-3zgRhgWKQJv58cA?authuser=0&hl=en&rclk=1,"Medical Store, Islamabad"
